,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
189,39759,BANKNIFTY29DEC2245000CE,BANKNIFTY,29DEC2022,4500000.000000,25,OPTIDX,NFO,5.000000
190,46311,BANKNIFTY25AUG2229300CE,BANKNIFTY,25AUG2022,2930000.000000,25,OPTIDX,NFO,5.000000
191,82538,BANKNIFTY25AUG2232600CE,BANKNIFTY,25AUG2022,3260000.000000,25,OPTIDX,NFO,5.000000
192,51722,BANKNIFTY01SEP2239700CE,BANKNIFTY,01SEP2022,3970000.000000,25,OPTIDX,NFO,5.000000
193,58940,BANKNIFTY22SEP2239600CE,BANKNIFTY,22SEP2022,3960000.000000,25,OPTIDX,NFO,5.000000
194,58394,BANKNIFTY29DEC2233000PE,BANKNIFTY,29DEC2022,3300000.000000,25,OPTIDX,NFO,5.000000
195,36610,BANKNIFTY01SEP2240600CE,BANKNIFTY,01SEP2022,4060000.000000,25,OPTIDX,NFO,5.000000
196,59122,BANKNIFTY22SEP2244000CE,BANKNIFTY,22SEP2022,4400000.000000,25,OPTIDX,NFO,5.000000
197,51892,BANKNIFTY15SEP2241000CE,BANKNIFTY,15SEP2022,4100000.000000,25,OPTIDX,NFO,5.000000
198,47507,BANKNIFTY29DEC2225500CE,BANKNIFTY,29DEC2022,2550000.000000,25,OPTIDX,NFO,5.000000
199,46576,BANKNIFTY08SEP2241600PE,BANKNIFTY,08SEP2022,4160000.000000,25,OPTIDX,NFO,5.000000
200,51470,BANKNIFTY01SEP2233100PE,BANKNIFTY,01SEP2022,3310000.000000,25,OPTIDX,NFO,5.000000
201,51565,BANKNIFTY01SEP2236100PE,BANKNIFTY,01SEP2022,3610000.000000,25,OPTIDX,NFO,5.000000
202,51749,BANKNIFTY01SEP2240500PE,BANKNIFTY,01SEP2022,4050000.000000,25,OPTIDX,NFO,5.000000
203,42583,BANKNIFTY25AUG2242800CE,BANKNIFTY,25AUG2022,4280000.000000,25,OPTIDX,NFO,5.000000
